College Name,Classification Instructional Program En Title,Head Count - Fall
Mohawk College,Therapeutic recreation/recreational therapy,120
Mohawk College,Tourism and travel services management,21
Mohawk College,Tourism and travel services marketing operations,130
Mohawk College,Welding technology/welder,N/A
Mohawk College,"Woodworking, general",50
Mohawk College,Youth services/administration,413
Niagara College,Accounting and business/management,133
Niagara College,Acting,73
Niagara College,Aesthetician/esthetician and skin care specialist,93
Niagara College,"Agricultural production operations, other",52
Niagara College,"Applied horticulture/horticulture operations, general",77
Niagara College,Architectural engineering technology/technician,112
Niagara College,Automobile/automotive mechanics technology/technician,28
Niagara College,"Business administration and management, general",245
Niagara College,Carpentry/carpenter,22
Niagara College,Child care provider/assistant,227
Niagara College,"Computer engineering technology/technician, general",21
Niagara College,"Computer programming/programmer, general",44
Niagara College,Computer systems analysis/analyst,79
Niagara College,"Construction trades, other",72
Niagara College,Corrections,139
Niagara College,Criminal justice/police science,447
Niagara College,"Culinary arts and related services, other",12
Niagara College,Culinary arts/chef training,57
Niagara College,Dental assisting/assistant,48
Niagara College,"Electrical, electronic and communications engineering technology/technician",240
Niagara College,Electrician,66
Niagara College,Emergency medical technology/technician (EMT paramedic),91
Niagara College,Executive assistant/executive secretary,49
Niagara College,Family and community services,42
Niagara College,General office occupations and clerical services,N/A
Niagara College,General studies,287
Niagara College,Geographic information science and cartography,32
Niagara College,Greenhouse operations and management,46
Niagara College,Health aide,64
Niagara College,"Health and physical education/fitness, general",132
Niagara College,"Health/medical preparatory programs, other",292
Niagara College,"Hospitality administration/management, general",76
Niagara College,Hotel/motel administration/management,98
Niagara College,"Human resources management/personnel administration, general",54
Niagara College,International business/trade/commerce,45
Niagara College,International/global studies,96
Niagara College,"Journalism, general",79
Niagara College,Landscaping and groundskeeping,53
Niagara College,Laser and optical technology/technician,73
Niagara College,"Legal professions and studies, other",57
Niagara College,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl., AAS)",152
Niagara College,Machine tool technology/machinist,N/A
Niagara College,Mechanical engineering/mechanical technology/technician,94
Niagara College,Medical office management/administration,25
Niagara College,"Natural resources conservation and research, other",65
Niagara College,"Natural resources management and policy, general",81
Niagara College,Not Codeable,1510
Niagara College,"Parks, recreation and leisure studies",49
Niagara College,Pharmacy technician/assistant,70
Niagara College,Public relations/image management,34
Niagara College,Radio and television,255
Niagara College,"Restaurant, culinary and catering management/manager",171
Niagara College,"Sales, distribution and marketing operations, general",113
Niagara College,Securities services administration/management,203
Niagara College,"Social work, general",114
Niagara College,Sport and fitness administration/management,66
Niagara College,"Teaching assistants/aides, general",173
Niagara College,Tourism and travel services management,91
Niagara College,"Web page, digital/multimedia and information resources design",34
Niagara College,Welding technology/welder,10
Niagara College,Youth services/administration,170
Northern College,Not Codeable,1035
Sault College,Aesthetician/esthetician and skin care specialist,26
Sault College,Airline/commercial/professional pilot and flight crew,183
Sault College,"Business/commerce, general",42
Sault College,Child care provider/assistant,86
Sault College,Civil engineering technology/technician,32
Sault College,Criminal justice/police science,88
Sault College,"Electrical, electronic and communications engineering technology/technician",106
Sault College,Executive assistant/executive secretary,21
Sault College,Geographic information science and cartography,10
Sault College,Graphic design,29
Sault College,Health aide,64
Sault College,"Health/medical preparatory programs, other",89
Sault College,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl., AAS)",134
Sault College,Manufacturing engineering technology/technician,41
Sault College,Not Codeable,972
Sault College,Occupational therapist assistant,53
Sault College,"Restaurant, culinary and catering management/manager",14
Sault College,"Social work, general",49
Sault College,Youth services/administration,96
Seneca College,Accounting,357
Seneca College,Accounting and finance,695
Seneca College,Accounting technology/technician and bookkeeping,88
Seneca College,Acting,71
Seneca College,Advertising,121
Seneca College,"Aeronautics/aviation/aerospace science and technology, general",N/A
Seneca College,Aesthetician/esthetician and skin care specialist,104
Seneca College,Airline flight attendant,15
Seneca College,Airline/commercial/professional pilot and flight crew,239
Seneca College,"Animation, interactive technology, video graphics and special effects",126
Seneca College,Apparel and textile marketing management,100
Seneca College,"Art/art studies, general",133
Seneca College,Auditing,13
Seneca College,Aviation/airway management and operations,103
Seneca College,Bioinformatics,28
Seneca College,Biology technician/biotechnology laboratory technician,178
Seneca College,Broadcast journalism,120
Seneca College,Building/property maintenance,52
Seneca College,"Business administration and management, general",482
Seneca College,"Business/commerce, general",378
Seneca College,Business/corporate communications,74
Seneca College,Career exploration/awareness skills (not for credit),23
Seneca College,Chemical technology/technician,165
Seneca College,Child care provider/assistant,723
Seneca College,Child development,336
Seneca College,Civil engineering technology/technician,405
Seneca College,Commercial and advertising art,56
Seneca College,"Communication and media studies, other",39
Seneca College,Computer and information systems security/information assurance,108
Seneca College,"Computer engineering technology/technician, general",214
Seneca College,"Computer programming/programmer, general",269
Seneca College,Computer systems analysis/analyst,305
Seneca College,Computer technology/computer systems technology,360
Seneca College,Construction management,N/A
Seneca College,Criminal justice/police science,490
Seneca College,Data modelling/warehousing and database administration,12
Seneca College,Digital communication and media/multimedia,137
Seneca College,"Diver, professional and instructor",38
Seneca College,"Electrical, electronic and communications engineering technology/technician",186
Seneca College,Energy management and systems technology/technician,N/A
Seneca College,"Engineering technologies and engineering-related fields, other",440
Seneca College,English Technical and Business Writing,33
Seneca College,"English language and literature, general",73
Seneca College,Entrepreneurship/entrepreneurial studies,158
Seneca College,Environmental engineering technology/environmental technology,87
Seneca College,Executive assistant/executive secretary,60
Seneca College,Family and community services,14
Seneca College,Fashion merchandising,41
Seneca College,Fashion/apparel design,136
Seneca College,Film/cinema/video studies,11
Seneca College,Financial planning and services,305
Seneca College,Fire science/firefighting,96
Seneca College,Floriculture/floristry operations and management,26
Seneca College,General studies,261
Seneca College,Graphic design,278
Seneca College,"Health/medical preparatory programs, other",128
Seneca College,"Hospitality administration/management, general",14
Seneca College,Hospitality and recreation marketing operations,31
Seneca College,Hotel/motel administration/management,115
Seneca College,"Human resources management/personnel administration, general",523
Seneca College,Illustration,49
Seneca College,Information resources management,N/A
Seneca College,Insurance,63
Seneca College,International business/trade/commerce,353
Seneca College,Land use planning and management/development,N/A
Seneca College,Landscaping and groundskeeping,47
Seneca College,Legal administrative assistant/secretary,25
Seneca College,Legal assistant/paralegal,263
Seneca College,"Legal professions and studies, other",260
Seneca College,"Legal support services, other",60
Seneca College,Liberal arts and sciences/liberal studies,423
Seneca College,Library and archives assisting,119
Seneca College,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl., AAS)",458
Seneca College,"Logistics, materials, and supply chain management",19
Seneca College,Machine tool technology/machinist,16
Seneca College,"Marketing/marketing management, general",281
Seneca College,Mechanical engineering/mechanical technology/technician,102
Seneca College,Medical office management/administration,165
Seneca College,"Multidisciplinary/interdisciplinary studies, other",15
Seneca College,"Music, other",36
Seneca College,"Natural resources conservation and research, other",45
Seneca College,Network and system administration/administrator,189
Seneca College,Non-profit/public/organizational management,N/A
Seneca College,Not Codeable,681
Seneca College,Opticianry/ophthalmic dispensing optician,N/A
Seneca College,"Parks, recreation and leisure studies",58
Seneca College,"Pharmacy administration and pharmacy policy and regulatory affairs (MS, MSc, PhD)",42
Seneca College,Pharmacy technician/assistant,139
Seneca College,Photography,61
Seneca College,Pre-technology education/pre-industrial arts programs CAN,91
Seneca College,Public administration,N/A
Seneca College,"Purchasing, procurement/acquisitions and contracts management",48
Seneca College,Radio and television,239
Seneca College,Real estate,65
Seneca College,Retailing and retail operations,10
Seneca College,Salon/beauty salon management/manager,102
Seneca College,Security and loss prevention services,29
Seneca College,"Security and protective services, other",41
Seneca College,"Social work, general",797
Seneca College,Therapeutic recreation/recreational therapy,134
Seneca College,Tool and die technology/technician,63
Seneca College,Tourism and travel services management,10
Seneca College,Tourism and travel services marketing operations,417
Seneca College,Transportation/mobility management,108
Seneca College,Veterinary/animal health technology/technician and veterinary assistant,144
Seneca College,Youth services/administration,302
Sheridan College,Accounting and business/management,623
Sheridan College,"Administrative assistant and secretarial science, general",N/A
Sheridan College,Advertising,53
Sheridan College,"Animation, interactive technology, video graphics and special effects",22
Sheridan College,Architectural technology/technician,255
Sheridan College,"Art/art studies, general",366
Sheridan College,Athletic training/trainer,196
Sheridan College,Broadcast journalism,76
Sheridan College,"Business/commerce, general",209
Sheridan College,Business/corporate communications,33
Sheridan College,Ceramic arts and ceramics,21
Sheridan College,Chemical technology/technician,20
Sheridan College,Child care provider/assistant,661
Sheridan College,Cinematography and film/video production,496
Sheridan College,Commercial and advertising art,89
Sheridan College,"Communication and media studies, other",193
Sheridan College,"Computer and information sciences and support services, general, other",88
Sheridan College,Computer and information systems security/information assurance,69
Sheridan College,"Computer engineering technology/technician, general",122
Sheridan College,"Computer programming/programmer, general",183
Sheridan College,Computer software technology/technician,291
Sheridan College,Computer systems analysis/analyst,211
Sheridan College,"Criminal justice and corrections, other",216
Sheridan College,Criminal justice/police science,603
Sheridan College,Data modelling/warehousing and database administration,N/A
Sheridan College,"Design and visual communications, general",423
Sheridan College,"Drafting and design technology/technician, general",45
Sheridan College,"Drama and dramatics/theatre arts, general",36
Sheridan College,"Electrical, electronic and communications engineering technology/technician",77
Sheridan College,Electromechanical technology/electromechanical engineering technology,86
Sheridan College,"Engineering technologies and engineering-related fields, other",73
Sheridan College,English as a second language CAN,64
Sheridan College,Environmental engineering technology/environmental technology,30
Sheridan College,Executive assistant/executive secretary,65
Sheridan College,Family and community services,41
Sheridan College,"Finance, general",395
Sheridan College,Financial planning and services,N/A
Sheridan College,General studies,178
Sheridan College,Gerontology,91
Sheridan College,Health aide,36
Sheridan College,"Health/medical preparatory programs, other",183
Sheridan College,Home furnishings and equipment installers,124
Sheridan College,"Human resources management/personnel administration, general",459
Sheridan College,Illustration,98
Sheridan College,Intermedia/multimedia,215
Sheridan College,International business/trade/commerce,17
Sheridan College,Investments and securities,118
Sheridan College,"Journalism, general",120
Sheridan College,Legal administrative assistant/secretary,37
Sheridan College,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl., AAS)",242
Sheridan College,"Marketing/marketing management, general",684
Sheridan College,Mechanical drafting and mechanical drafting CAD/CADD,N/A
Sheridan College,Mechanical engineering/mechanical technology/technician,95
Sheridan College,"Natural resources conservation and research, other",17
Sheridan College,Not Codeable,3373
Sheridan College,Operations management and supervision,N/A
Sheridan College,Pharmacy technician/assistant,45
Sheridan College,Quality control technology/technician,N/A
Sheridan College,Salon/beauty salon management/manager,102
Sheridan College,"Security and protective services, other",107
Sheridan College,"Social work, general",429
Sheridan College,Tool and die technology/technician,16
Sheridan College,Tourism and travel services marketing operations,107
Sheridan College,Veterinary/animal health technology/technician and veterinary assistant,77
Sheridan College,"Visual and performing arts, general",433
Sheridan College,"Web page, digital/multimedia and information resources design",43
Sheridan College,Youth services/administration,423
Sir Sandford Fleming College,Accounting and business/management,80
Sir Sandford Fleming College,Aesthetician/esthetician and skin care specialist,24
Sir Sandford Fleming College,Biology technician/biotechnology laboratory technician,141
Sir Sandford Fleming College,Blasting/blaster,247
Sir Sandford Fleming College,"Business administration and management, general",60
Sir Sandford Fleming College,"Business/commerce, general",91
Sir Sandford Fleming College,Carpentry/carpenter,37
Sir Sandford Fleming College,Child care provider/assistant,156
Sir Sandford Fleming College,Computer and information systems security/information assurance,84
Sir Sandford Fleming College,"Computer engineering technology/technician, general",76
Sir Sandford Fleming College,"Construction trades, general",N/A
Sir Sandford Fleming College,Construction/heavy equipment/earthmoving equipment operation,46
Sir Sandford Fleming College,"Criminal justice and corrections, other",112
Sir Sandford Fleming College,Criminal justice/police science,245
Sir Sandford Fleming College,Culinary arts/chef training,N/A
Sir Sandford Fleming College,Cultural resource management and policy analysis,30
Sir Sandford Fleming College,Ecology,63
Sir Sandford Fleming College,Electrician,27
Sir Sandford Fleming College,Emergency medical technology/technician (EMT paramedic),55
Sir Sandford Fleming College,"Engineering technologies and engineering-related fields, other",46
Sir Sandford Fleming College,Environmental engineering technology/environmental technology,44
Sir Sandford Fleming College,"Fine arts and art studies, other",N/A
Sir Sandford Fleming College,Fire science/firefighting,46
Sir Sandford Fleming College,Forest technology/technician,107
Sir Sandford Fleming College,General studies,212
Sir Sandford Fleming College,Geographic information science and cartography,60
Sir Sandford Fleming College,Health aide,48
Sir Sandford Fleming College,"Health and physical education/fitness, general",78
Sir Sandford Fleming College,Health information/medical records administration/administrator,15
Sir Sandford Fleming College,"Health/medical preparatory programs, other",64
Sir Sandford Fleming College,Heavy equipment maintenance technology/technician,49
Sir Sandford Fleming College,"Human resources management/personnel administration, general",37
Sir Sandford Fleming College,International business/trade/commerce,30
Sir Sandford Fleming College,"Legal professions and studies, other",28
Sir Sandford Fleming College,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl., AAS)",237
Sir Sandford Fleming College,Massage therapy/therapeutic massage,80
Sir Sandford Fleming College,Metal and jewellery arts,N/A
Sir Sandford Fleming College,Museology/museum studies,35
Sir Sandford Fleming College,"Natural resources conservation and research, other",138
Sir Sandford Fleming College,"Natural resources management and policy, general",162
Sir Sandford Fleming College,"Natural resources management and policy, other",27
Sir Sandford Fleming College,Not Codeable,1111
Sir Sandford Fleming College,Occupational therapist assistant,76
Sir Sandford Fleming College,"Parks, recreation and leisure studies",73
Sir Sandford Fleming College,Photography,N/A
Sir Sandford Fleming College,"Precision metal working, other",12
Sir Sandford Fleming College,Resort management,N/A
Sir Sandford Fleming College,"Restaurant, culinary and catering management/manager",25
Sir Sandford Fleming College,Securities services administration/management,42
Sir Sandford Fleming College,"Social work, general",235
Sir Sandford Fleming College,Substance abuse/addiction counselling,100
Sir Sandford Fleming College,"Teaching assistants/aides, general",60
Sir Sandford Fleming College,Tourism and travel services marketing operations,58
Sir Sandford Fleming College,Urban forestry,35
Sir Sandford Fleming College,"Visual and performing arts, general",47
Sir Sandford Fleming College,Welding technology/welder,38
Sir Sandford Fleming College,"Wildlife, fish and wildlands science and management",331
St. Clair College,Accounting technology/technician and bookkeeping,246
St. Clair College,Advertising,131
St. Clair College,Aesthetician/esthetician and skin care specialist,77
St. Clair College,"Allied health and medical assisting services, other",60
St. Clair College,"Animation, interactive technology, video graphics and special effects",64
St. Clair College,Architectural technology/technician,86
St. Clair College,Automotive engineering technology/technician,46
St. Clair College,Behavioural sciences,25
St. Clair College,"Business/commerce, general",45
St. Clair College,Cardiovascular technology/technologist,47
St. Clair College,Carpentry/carpenter,24
St. Clair College,Chemical technology/technician,99
St. Clair College,Child care provider/assistant,321
St. Clair College,Civil engineering technology/technician,107
St. Clair College,Clinical laboratory science/medical technology/technologist,105
St. Clair College,Clinical/medical laboratory technician,30
St. Clair College,Construction engineering technology/technician,23
St. Clair College,"Criminal justice and corrections, other",53
St. Clair College,Criminal justice/police science,73
St. Clair College,Dental assisting/assistant,57
St. Clair College,Dental hygiene/hygienist,114
St. Clair College,Diagnostic medical sonography/sonographer and ultrasound technician,66
St. Clair College,"Electrical, electronic and communications engineering technology/technician",172
St. Clair College,Emergency medical technology/technician (EMT paramedic),100
St. Clair College,Energy management and systems technology/technician,20
St. Clair College,Executive assistant/executive secretary,37
St. Clair College,Family and community services,120
St. Clair College,Fashion/apparel design,35
St. Clair College,"Finance, general",81
St. Clair College,Fire science/firefighting,22
St. Clair College,General office occupations and clerical services,125
St. Clair College,General studies,66
St. Clair College,Gerontology,75
St. Clair College,"Graphic communications, general",16
St. Clair College,Graphic design,95
St. Clair College,Hair styling/stylist and hair design,54
St. Clair College,Health aide,151
St. Clair College,"Health and physical education/fitness, general",36
St. Clair College,"Health/medical preparatory programs, other",229
St. Clair College,"Heating, air conditioning, ventilation and refrigeration maintenance technology/technician",69
St. Clair College,Hotel/motel administration/management,95
St. Clair College,"Human resources management/personnel administration, general",145
St. Clair College,Industrial electronics technology/technician,84
St. Clair College,Industrial mechanics and maintenance technology,41
St. Clair College,Interior design,63
St. Clair College,International business/trade/commerce,64
St. Clair College,"Journalism, general",70
St. Clair College,Landscaping and groundskeeping,50
St. Clair College,Legal administrative assistant/secretary,51
St. Clair College,Legal assistant/paralegal,81
St. Clair College,Liberal arts and sciences/liberal studies,58
St. Clair College,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl., AAS)",476
St. Clair College,Lineworker,82
St. Clair College,"Marketing/marketing management, general",156
St. Clair College,Mass communication/media studies,15
St. Clair College,Mechanical drafting and mechanical drafting CAD/CADD,107
St. Clair College,Medical office management/administration,77
St. Clair College,Medium/heavy vehicle and truck technology/technician,N/A
St. Clair College,Network and system administration/administrator,202
St. Clair College,Pharmacy technician/assistant,68
St. Clair College,Plumbing technology/plumber,45
St. Clair College,Pre-nursing studies,289
St. Clair College,Pre-technology education/pre-industrial arts programs CAN,103
St. Clair College,Public relations/image management,55
St. Clair College,Respiratory care therapy/therapist,73
St. Clair College,"Restaurant, culinary and catering management/manager",73
St. Clair College,Security and loss prevention services,327
St. Clair College,Stationary energy sources installer and operator CAN,70
St. Clair College,"Teaching assistants/aides, general",116
St. Clair College,Technical theatre/theatre design and technology,41
St. Clair College,Tourism and travel services marketing operations,103
St. Clair College,"Traffic, customs and transportation clerk/technician",70
St. Clair College,Veterinary/animal health technology/technician and veterinary assistant,85
St. Clair College,"Visual and performing arts, other",73
St. Clair College,"Web page, digital/multimedia and information resources design",51
St. Clair College,Welding technology/welder,62
St. Clair College,"Woodworking, general",53
St. Clair College,Youth services/administration,223
St. Lawrence College,Accounting and business/management,193
St. Lawrence College,Advertising,36
St. Lawrence College,Aesthetician/esthetician and skin care specialist,35
St. Lawrence College,"Animation, interactive technology, video graphics and special effects",42
St. Lawrence College,Automobile/automotive mechanics technology/technician,N/A
St. Lawrence College,Behavioural sciences,405
St. Lawrence College,Biology technician/biotechnology laboratory technician,91
St. Lawrence College,"Business administration and management, general",38
St. Lawrence College,"Business/commerce, general",90
St. Lawrence College,Carpentry/carpenter,53
St. Lawrence College,Child care provider/assistant,252
St. Lawrence College,Civil engineering technology/technician,139
St. Lawrence College,Clinical laboratory science/medical technology/technologist,110
St. Lawrence College,Clinical/medical laboratory technician,42
St. Lawrence College,"Communication disorders sciences and services, other",22
St. Lawrence College,Computer systems analysis/analyst,98
St. Lawrence College,Corrections,98
St. Lawrence College,Criminal justice/police science,322
St. Lawrence College,Culinary arts/chef training,16
St. Lawrence College,"Electrical, electronic and communications engineering technology/technician",91
St. Lawrence College,Emergency medical technology/technician (EMT paramedic),83
St. Lawrence College,Energy management and systems technology/technician,67
St. Lawrence College,"Fine/studio arts, general",23
St. Lawrence College,Fire science/firefighting,28
St. Lawrence College,General office occupations and clerical services,13
St. Lawrence College,General studies,176
St. Lawrence College,Graphic design,123
St. Lawrence College,Hair styling/stylist and hair design,73
St. Lawrence College,Health aide,54
St. Lawrence College,"Health and physical education/fitness, general",120
St. Lawrence College,Health information/medical records administration/administrator,22
St. Lawrence College,"Health services/allied health/health sciences, general",N/A
St. Lawrence College,"Health/medical preparatory programs, other",127
St. Lawrence College,"Hospitality administration/management, general",54
St. Lawrence College,Hotel/motel administration/management,34
St. Lawrence College,"Human resources management/personnel administration, general",122
St. Lawrence College,Instrumentation technology/technician,48
St. Lawrence College,"Journalism, general",22
St. Lawrence College,Legal administrative assistant/secretary,10
St. Lawrence College,"Legal professions and studies, other",29
St. Lawrence College,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl., AAS)",337
St. Lawrence College,"Marketing/marketing management, general",118
St. Lawrence College,Mechanical engineering/mechanical technology/technician,34
St. Lawrence College,Medical office management/administration,60
St. Lawrence College,"Music performance, general",148
St. Lawrence College,"Natural resources conservation and research, other",31
St. Lawrence College,Network and system administration/administrator,68
St. Lawrence College,Not Codeable,454
St. Lawrence College,"Restaurant, culinary and catering management/manager",19
St. Lawrence College,"Social work, general",218
St. Lawrence College,Stationary energy sources installer and operator CAN,27
St. Lawrence College,Veterinary/animal health technology/technician and veterinary assistant,166
St. Lawrence College,Welding technology/welder,22
St. Lawrence College,Youth services/administration,273
