#AGGR_TYPE_CD,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,ACAD_GRAD_YEAR,REPORTING_ACAD_YR,GENDER,GRAD_COUNT,STUD_SAT_COUNT,UNEMP_RATE,EMP_RATE,EMP_FT_RATE,EMP_PT_RATE,JSD_RATE_FT_RLTD_1,JSD_RATE_FT_RLTD_2,JSD_RATE_FT_RLTD_3,JSD_RATE_FT_RLTD_4,JSD_RATE_FT_RLTD_5,ANN_SLRY_EMP_FT_RATE,ANN_CLRY_EMP_FT_RLTD_RATE,GRAD_SAT_RATE_AGG,IN_LF,STUD_SAT_RATE,GRADUATION_RATE,EMP_FT_REL_RATE
Cl,B,B16,2014-2015,2015-2016,T,1564,1758,17.5,82.5,57.5,12.5,32.5,42.5,62.5,82.5,97.5,27500,32500,72.5,82.5,77.5,67.5,32.5
Cl,A,A13,2014-2015,2015-2016,T,1571,2867,7.5,92.5,57.5,27.5,32.5,52.5,62.5,92.5,97.5,32500,32500,87.5,77.5,82.5,67.5,42.5
Cl,A,A15,2012-2013,2013-2014,T,1640,2730,12.5,87.5,57.5,27.5,N/A,N/A,N/A,N/A,N/A,32500,32500,77.5,77.5,77.5,67.5,32.5
Cl,B,B05,2010-2011,2011-2012,T,1737,2111,12.5,87.5,67.5,17.5,42.5,57.5,72.5,87.5,97.5,27500,27500,87.5,72.5,77.5,N/A,52.5
Cl,B,B17,2010-2011,2011-2012,T,1763,2364,17.5,82.5,62.5,22.5,47.5,62.5,72.5,92.5,97.5,27500,27500,77.5,77.5,77.5,N/A,42.5
Cl,B,B15,2013-2014,2014-2015,T,1767,2082,22.5,77.5,57.5,12.5,N/A,N/A,N/A,N/A,N/A,32500,32500,72.5,82.5,72.5,67.5,37.5
Cl,B,B11,2010-2011,2011-2012,T,1783,1791,22.5,77.5,67.5,12.5,37.5,52.5,67.5,87.5,97.5,32500,37500,67.5,87.5,77.5,N/A,42.5
Cl,B,B15,2014-2015,2015-2016,T,1856,2283,22.5,77.5,57.5,12.5,27.5,47.5,67.5,87.5,97.5,32500,37500,67.5,82.5,72.5,67.5,37.5
Cl,B,B11,2011-2012,2012-2013,T,1865,1928,22.5,77.5,67.5,12.5,37.5,52.5,72.5,87.5,97.5,32500,37500,72.5,82.5,77.5,77.5,47.5
Cl,A,A15,2013-2014,2014-2015,T,1946,2837,12.5,87.5,57.5,27.5,N/A,N/A,N/A,N/A,N/A,32500,32500,77.5,77.5,77.5,67.5,37.5
Cl,A,A04,2012-2013,2013-2014,T,1963,3974,17.5,82.5,62.5,17.5,N/A,N/A,N/A,N/A,N/A,32500,32500,77.5,87.5,77.5,62.5,47.5
Cl,T,T04,2011-2012,2012-2013,T,1979,3691,12.5,87.5,82.5,7.5,27.5,57.5,72.5,92.5,97.5,42500,42500,77.5,77.5,77.5,62.5,62.5
Cl,T,T04,2010-2011,2011-2012,T,1980,3626,17.5,82.5,77.5,2.5,27.5,52.5,72.5,87.5,97.5,37500,42500,77.5,77.5,72.5,N/A,62.5
Cl,B,B17,2011-2012,2012-2013,T,1994,2515,17.5,82.5,62.5,22.5,37.5,52.5,72.5,87.5,97.5,27500,27500,77.5,82.5,77.5,62.5,47.5
Cl,A,A04,2010-2011,2011-2012,T,2002,4145,17.5,82.5,67.5,12.5,32.5,47.5,67.5,87.5,97.5,32500,32500,72.5,87.5,77.5,N/A,47.5
Cl,B,B05,2011-2012,2012-2013,T,2012,1931,12.5,87.5,72.5,12.5,42.5,52.5,67.5,87.5,97.5,27500,27500,87.5,72.5,77.5,57.5,57.5
Cl,A,A04,2011-2012,2012-2013,T,2032,4315,17.5,82.5,67.5,17.5,32.5,47.5,62.5,82.5,97.5,32500,32500,77.5,82.5,77.5,67.5,47.5
Cl,B,B11,2012-2013,2013-2014,T,2043,2017,17.5,82.5,62.5,12.5,N/A,N/A,N/A,N/A,N/A,37500,37500,72.5,82.5,72.5,77.5,42.5
Cl,A,A15,2014-2015,2015-2016,T,2046,3189,12.5,87.5,52.5,27.5,37.5,52.5,72.5,87.5,97.5,32500,32500,82.5,77.5,77.5,67.5,37.5
Cl,B,B05,2012-2013,2013-2014,T,2112,2279,12.5,87.5,67.5,12.5,N/A,N/A,N/A,N/A,N/A,27500,27500,87.5,72.5,77.5,57.5,57.5
Cl,A,A04,2013-2014,2014-2015,T,2112,4227,17.5,82.5,67.5,17.5,N/A,N/A,N/A,N/A,N/A,32500,32500,72.5,87.5,77.5,67.5,47.5
Cl,B,B12,2011-2012,2012-2013,T,2136,3025,17.5,82.5,67.5,12.5,32.5,47.5,67.5,87.5,97.5,32500,32500,77.5,77.5,77.5,57.5,47.5
Cl,B,B11,2013-2014,2014-2015,T,2188,2061,17.5,82.5,67.5,7.5,N/A,N/A,N/A,N/A,N/A,37500,37500,72.5,82.5,77.5,77.5,47.5
Cl,B,B12,2010-2011,2011-2012,T,2189,3097,12.5,87.5,72.5,12.5,32.5,52.5,67.5,87.5,97.5,32500,32500,72.5,72.5,77.5,N/A,52.5
Cl,T,T04,2012-2013,2013-2014,T,2193,3568,12.5,87.5,77.5,2.5,N/A,N/A,N/A,N/A,N/A,42500,42500,82.5,77.5,72.5,62.5,62.5
Cl,B,B05,2013-2014,2014-2015,T,2218,2365,12.5,87.5,72.5,12.5,N/A,N/A,N/A,N/A,N/A,27500,27500,87.5,72.5,77.5,62.5,62.5
Cl,A,A04,2014-2015,2015-2016,T,2221,4140,17.5,82.5,62.5,17.5,27.5,47.5,62.5,87.5,97.5,32500,32500,77.5,87.5,77.5,67.5,47.5
Cl,H,H03,2010-2011,2011-2012,T,2233,4110,12.5,87.5,57.5,32.5,27.5,47.5,67.5,87.5,97.5,37500,42500,82.5,87.5,82.5,N/A,42.5
Cl,B,B17,2012-2013,2013-2014,T,2247,2410,17.5,82.5,57.5,17.5,N/A,N/A,N/A,N/A,N/A,27500,27500,82.5,82.5,77.5,57.5,42.5
Cl,B,B12,2012-2013,2013-2014,T,2273,3033,17.5,82.5,67.5,12.5,N/A,N/A,N/A,N/A,N/A,32500,32500,72.5,77.5,72.5,62.5,47.5
Cl,B,B05,2014-2015,2015-2016,T,2275,2747,12.5,87.5,67.5,12.5,42.5,52.5,72.5,87.5,97.5,27500,27500,87.5,77.5,77.5,62.5,57.5
Cl,B,B11,2014-2015,2015-2016,T,2331,2315,17.5,82.5,67.5,12.5,37.5,52.5,72.5,87.5,97.5,37500,37500,77.5,82.5,72.5,77.5,47.5
Cl,T,T04,2013-2014,2014-2015,T,2341,3883,12.5,87.5,77.5,7.5,N/A,N/A,N/A,N/A,N/A,42500,42500,82.5,77.5,72.5,62.5,62.5
Cl,B,B12,2013-2014,2014-2015,T,2392,3081,12.5,87.5,67.5,12.5,N/A,N/A,N/A,N/A,N/A,32500,37500,72.5,77.5,77.5,62.5,47.5
Cl,B,B17,2014-2015,2015-2016,T,2393,2416,22.5,77.5,57.5,17.5,37.5,52.5,67.5,87.5,97.5,27500,27500,77.5,77.5,77.5,62.5,42.5
Cl,B,B17,2013-2014,2014-2015,T,2402,2470,17.5,82.5,62.5,22.5,N/A,N/A,N/A,N/A,N/A,27500,27500,82.5,77.5,72.5,62.5,42.5
Cl,T,T09,2011-2012,2012-2013,T,2439,4196,17.5,82.5,77.5,7.5,22.5,47.5,67.5,87.5,97.5,37500,42500,77.5,82.5,77.5,62.5,57.5
Cl,B,B12,2014-2015,2015-2016,T,2473,3315,17.5,82.5,67.5,7.5,32.5,47.5,67.5,87.5,97.5,32500,37500,72.5,77.5,72.5,62.5,47.5
Cl,T,T09,2010-2011,2011-2012,T,2484,3864,17.5,82.5,77.5,7.5,27.5,47.5,72.5,87.5,97.5,37500,42500,72.5,82.5,72.5,N/A,57.5
Cl,T,T04,2014-2015,2015-2016,T,2507,4008,12.5,87.5,77.5,2.5,37.5,57.5,72.5,87.5,97.5,42500,42500,77.5,77.5,72.5,62.5,62.5
Cl,H,H03,2012-2013,2013-2014,T,2521,4589,12.5,87.5,57.5,27.5,N/A,N/A,N/A,N/A,N/A,37500,37500,87.5,87.5,82.5,77.5,47.5
Cl,H,H03,2011-2012,2012-2013,T,2582,4404,12.5,87.5,57.5,27.5,32.5,47.5,72.5,92.5,97.5,37500,37500,82.5,87.5,82.5,77.5,47.5
Cl,T,T09,2012-2013,2013-2014,T,2719,4456,17.5,82.5,72.5,7.5,N/A,N/A,N/A,N/A,N/A,37500,42500,77.5,82.5,72.5,62.5,52.5
Cl,H,H03,2013-2014,2014-2015,T,2858,4730,12.5,87.5,57.5,27.5,N/A,N/A,N/A,N/A,N/A,37500,42500,82.5,87.5,82.5,77.5,47.5
Cl,H,H03,2014-2015,2015-2016,T,2955,4994,12.5,87.5,57.5,27.5,32.5,42.5,67.5,87.5,97.5,37500,42500,82.5,87.5,82.5,77.5,47.5
Cl,T,T09,2013-2014,2014-2015,T,3271,4991,17.5,82.5,72.5,7.5,N/A,N/A,N/A,N/A,N/A,37500,37500,77.5,82.5,72.5,62.5,57.5
Cl,T,T09,2014-2015,2015-2016,T,3505,5989,17.5,82.5,67.5,2.5,22.5,47.5,67.5,87.5,97.5,37500,42500,77.5,77.5,72.5,62.5,52.5
Cl,A,A01,2010-2011,2011-2012,T,3710,6777,17.5,82.5,57.5,22.5,27.5,42.5,62.5,82.5,97.5,32500,32500,72.5,77.5,77.5,N/A,37.5
Cl,A,A12,2010-2011,2011-2012,T,3715,4635,12.5,87.5,67.5,22.5,37.5,52.5,67.5,92.5,97.5,27500,27500,92.5,77.5,82.5,N/A,57.5
Cl,T,T06,2010-2011,2011-2012,T,3755,6475,17.5,82.5,77.5,7.5,22.5,42.5,67.5,87.5,97.5,37500,42500,72.5,82.5,72.5,N/A,57.5
Cl,A,A17,2010-2011,2011-2012,T,3785,4166,22.5,77.5,52.5,22.5,32.5,47.5,67.5,87.5,97.5,32500,37500,72.5,77.5,77.5,N/A,37.5
Cl,A,A01,2011-2012,2012-2013,T,3801,6785,17.5,82.5,57.5,22.5,27.5,42.5,62.5,82.5,97.5,32500,37500,77.5,77.5,77.5,67.5,37.5
Cl,A,A17,2011-2012,2012-2013,T,3907,4302,22.5,77.5,52.5,22.5,37.5,47.5,67.5,87.5,97.5,32500,37500,72.5,77.5,77.5,72.5,37.5
Cl,B,B07,2010-2011,2011-2012,T,3939,5609,27.5,72.5,62.5,12.5,32.5,47.5,67.5,87.5,97.5,32500,32500,77.5,72.5,77.5,N/A,42.5
Cl,B,B07,2011-2012,2012-2013,T,3970,5564,27.5,72.5,62.5,12.5,32.5,47.5,67.5,87.5,97.5,32500,32500,77.5,77.5,77.5,57.5,42.5
Cl,A,A12,2011-2012,2012-2013,T,3988,4616,12.5,87.5,62.5,22.5,37.5,47.5,67.5,92.5,97.5,27500,32500,92.5,82.5,82.5,67.5,52.5
Cl,A,A17,2012-2013,2013-2014,T,3995,4461,17.5,82.5,52.5,27.5,N/A,N/A,N/A,N/A,N/A,32500,37500,72.5,77.5,77.5,72.5,32.5
Cl,A,A01,2012-2013,2013-2014,T,4038,6726,17.5,82.5,57.5,22.5,N/A,N/A,N/A,N/A,N/A,32500,32500,72.5,77.5,77.5,67.5,32.5
Cl,T,T06,2011-2012,2012-2013,T,4043,7071,17.5,82.5,72.5,7.5,22.5,42.5,67.5,87.5,97.5,37500,42500,72.5,82.5,72.5,57.5,52.5
Cl,A,A01,2013-2014,2014-2015,T,4099,7212,17.5,82.5,57.5,22.5,N/A,N/A,N/A,N/A,N/A,32500,37500,77.5,77.5,77.5,67.5,32.5
Cl,A,A17,2013-2014,2014-2015,T,4266,4773,17.5,82.5,52.5,22.5,N/A,N/A,N/A,N/A,N/A,32500,37500,77.5,77.5,77.5,77.5,32.5
Cl,B,B07,2014-2015,2015-2016,T,4270,5336,22.5,77.5,57.5,12.5,27.5,42.5,67.5,87.5,97.5,32500,32500,77.5,72.5,77.5,57.5,42.5
Cl,B,B07,2013-2014,2014-2015,T,4316,5521,27.5,72.5,57.5,12.5,N/A,N/A,N/A,N/A,N/A,32500,32500,82.5,72.5,77.5,57.5,42.5
Cl,B,B07,2012-2013,2013-2014,T,4367,5759,27.5,72.5,57.5,12.5,N/A,N/A,N/A,N/A,N/A,32500,32500,77.5,77.5,77.5,57.5,42.5
Cl,A,A01,2014-2015,2015-2016,T,4369,7138,17.5,82.5,52.5,22.5,27.5,42.5,67.5,87.5,97.5,32500,37500,72.5,77.5,77.5,67.5,32.5
Cl,A,A17,2014-2015,2015-2016,T,4449,4810,17.5,82.5,52.5,22.5,37.5,52.5,72.5,92.5,97.5,32500,37500,77.5,72.5,77.5,72.5,32.5
Cl,T,T06,2012-2013,2013-2014,T,4493,6860,22.5,77.5,67.5,7.5,N/A,N/A,N/A,N/A,N/A,37500,42500,77.5,82.5,72.5,57.5,47.5
Cl,B,B06,2010-2011,2011-2012,T,4505,5659,22.5,77.5,62.5,7.5,37.5,47.5,67.5,87.5,97.5,32500,32500,72.5,77.5,72.5,N/A,42.5
Cl,A,A12,2012-2013,2013-2014,T,4579,4926,7.5,92.5,62.5,22.5,N/A,N/A,N/A,N/A,N/A,32500,32500,92.5,82.5,82.5,67.5,52.5
Cl,A,A10,2010-2011,2011-2012,T,4676,7359,17.5,82.5,67.5,12.5,37.5,47.5,67.5,87.5,97.5,32500,32500,77.5,72.5,82.5,N/A,27.5
Cl,T,T06,2013-2014,2014-2015,T,4738,8134,17.5,82.5,72.5,7.5,N/A,N/A,N/A,N/A,N/A,37500,42500,72.5,77.5,72.5,57.5,52.5
Cl,A,A10,2014-2015,2015-2016,T,4781,6190,12.5,87.5,62.5,12.5,42.5,52.5,67.5,87.5,97.5,32500,32500,82.5,67.5,77.5,62.5,27.5
Cl,B,B06,2014-2015,2015-2016,T,7034,7653,22.5,77.5,62.5,12.5,37.5,47.5,67.5,87.5,97.5,32500,37500,77.5,72.5,72.5,57.5,42.5
Cl,A,A10,2012-2013,2013-2014,T,4783,6451,12.5,87.5,62.5,17.5,N/A,N/A,N/A,N/A,N/A,32500,32500,77.5,72.5,77.5,62.5,27.5
Cl,A,A12,2013-2014,2014-2015,T,4800,4876,7.5,92.5,62.5,22.5,N/A,N/A,N/A,N/A,N/A,32500,32500,92.5,82.5,82.5,72.5,57.5
Cl,A,A10,2013-2014,2014-2015,T,4856,5850,12.5,87.5,72.5,12.5,N/A,N/A,N/A,N/A,N/A,32500,32500,77.5,67.5,77.5,62.5,32.5
Cl,A,A10,2011-2012,2012-2013,T,4868,7049,12.5,87.5,67.5,17.5,37.5,47.5,67.5,87.5,97.5,27500,32500,77.5,72.5,77.5,62.5,27.5
Cl,B,B06,2011-2012,2012-2013,T,4987,5868,22.5,77.5,67.5,7.5,37.5,47.5,72.5,87.5,97.5,32500,32500,77.5,77.5,72.5,52.5,47.5
Cl,T,T06,2014-2015,2015-2016,T,5037,8759,22.5,77.5,67.5,7.5,22.5,42.5,62.5,82.5,97.5,37500,42500,72.5,82.5,72.5,57.5,47.5
Cl,A,A12,2014-2015,2015-2016,T,5117,5020,7.5,92.5,62.5,22.5,37.5,57.5,72.5,92.5,97.5,32500,32500,92.5,82.5,82.5,72.5,57.5
Cl,B,B06,2012-2013,2013-2014,T,5525,5793,22.5,77.5,62.5,7.5,N/A,N/A,N/A,N/A,N/A,32500,32500,77.5,77.5,72.5,57.5,42.5
Cl,H,H04,2010-2011,2011-2012,T,5718,4796,12.5,87.5,57.5,27.5,32.5,47.5,72.5,87.5,97.5,42500,42500,87.5,87.5,77.5,N/A,47.5
Cl,H,H04,2011-2012,2012-2013,T,6007,5272,12.5,87.5,57.5,27.5,32.5,47.5,72.5,92.5,97.5,42500,42500,87.5,87.5,77.5,77.5,47.5
Cl,H,H04,2012-2013,2013-2014,T,6042,5508,12.5,87.5,52.5,27.5,N/A,N/A,N/A,N/A,N/A,42500,42500,87.5,87.5,77.5,77.5,42.5
Cl,A,A09,2010-2011,2011-2012,T,6333,5585,22.5,77.5,47.5,27.5,37.5,52.5,67.5,87.5,97.5,27500,32500,82.5,27.5,77.5,N/A,12.5
Cl,B,B06,2013-2014,2014-2015,T,6543,6230,22.5,77.5,62.5,12.5,N/A,N/A,N/A,N/A,N/A,32500,37500,77.5,72.5,72.5,57.5,42.5
Cl,A,A09,2011-2012,2012-2013,T,6558,5825,22.5,77.5,52.5,27.5,42.5,52.5,72.5,87.5,97.5,27500,27500,87.5,22.5,77.5,42.5,7.5
Cl,H,H04,2013-2014,2014-2015,T,6610,5418,12.5,87.5,52.5,27.5,N/A,N/A,N/A,N/A,N/A,42500,42500,87.5,87.5,77.5,77.5,42.5
Cl,H,H04,2014-2015,2015-2016,T,6675,6060,12.5,87.5,52.5,27.5,37.5,47.5,72.5,87.5,97.5,42500,42500,87.5,82.5,77.5,77.5,42.5
Cl,A,A09,2012-2013,2013-2014,T,7066,6366,22.5,77.5,47.5,22.5,N/A,N/A,N/A,N/A,N/A,27500,32500,82.5,27.5,77.5,42.5,12.5
Cl,A,A09,2013-2014,2014-2015,T,7902,6013,22.5,77.5,52.5,22.5,N/A,N/A,N/A,N/A,N/A,27500,32500,82.5,32.5,77.5,42.5,17.5
Cl,A,A09,2014-2015,2015-2016,T,8011,5792,27.5,72.5,47.5,17.5,42.5,52.5,72.5,87.5,97.5,27500,32500,82.5,27.5,77.5,47.5,12.5
Cl,A,A07,2013-2014,2014-2015,T,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.5,N/A
Cl,Stud_Sat_Suppressed,Stud_Sat_Suppressed,2010-2011,2011-2012,T,N/A,3271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.5,N/A,N/A
Cl,Stud_Sat_Suppressed,Stud_Sat_Suppressed,2011-2012,2012-2013,T,N/A,3325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.5,N/A,N/A
Cl,Stud_Sat_Suppressed,Stud_Sat_Suppressed,2012-2013,2013-2014,T,N/A,3756,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.5,N/A,N/A
Cl,Stud_Sat_Suppressed,Stud_Sat_Suppressed,2013-2014,2014-2015,T,N/A,3613,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.5,N/A,N/A
Cl,Stud_Sat_Suppressed,Stud_Sat_Suppressed,2014-2015,2015-2016,T,N/A,2953,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.5,N/A,N/A
